,0
2531,8930
2532,8931
2533,8932
2534,8933
2535,8964
2536,8965
2537,8966
2538,8967
2539,8968
2540,8969
2541,8970
2542,8971
2543,8972
2544,8973
2545,8974
2546,8975
2547,8976
2548,8977
2549,8978
2550,8979
2551,8980
2552,8981
2553,8982
2554,8983
2555,8984
2556,8985
2557,8986
2558,8987
2559,8988
2560,8989
2561,8990
2562,8991
2563,8992
2564,8993
2565,8994
2566,8995
2567,8996
2568,8997
2569,8998
2570,9029
2571,9030
2572,9031
2573,9032
2574,9033
2575,9034
2576,9035
2577,9036
2578,9037
2579,9038
2580,9039
2581,9040
2582,9041
2583,9042
2584,9043
2585,9044
2586,9045
2587,9046
2588,9047
2589,9048
2590,9049
2591,9050
2592,9051
2593,9052
2594,9053
2595,9054
2596,9055
2597,9056
2598,9057
2599,9058
2600,9059
2601,9060
2602,9061
2603,9062
2604,9063
2605,9094
2606,9095
2607,9096
2608,9097
2609,9098
2610,9099
2611,9100
2612,9101
2613,9102
2614,9103
2615,9104
2616,9105
2617,9106
2618,9107
2619,9108
2620,9109
2621,9110
2622,9111
2623,9112
2624,9113
2625,9114
2626,9115
2627,9116
2628,9117
2629,9118
2630,9119
2631,9120
2632,9121
2633,9122
2634,9123
2635,9124
2636,9125
2637,9126
2638,9127
2639,9128
2640,9159
2641,9160
2642,9161
2643,9162
2644,9163
2645,9164
2646,9165
2647,9166
2648,9167
2649,9168
2650,9169
2651,9170
2652,9171
2653,9172
2654,9173
2655,9174
2656,9175
2657,9176
2658,9177
2659,9178
2660,9179
2661,9180
2662,9181
2663,9182
2664,9183
2665,9184
2666,9185
2667,9186
2668,9187
2669,9188
2670,9189
2671,9190
2672,9191
2673,9192
2674,9193
2675,9224
2676,9225
2677,9226
2678,9227
2679,9228
2680,9229
2681,9230
2682,9231
2683,9232
2684,9233
2685,9234
2686,9235
2687,9236
2688,9237
2689,9238
2690,9239
2691,9240
2692,9241
2693,9242
2694,9243
2695,9244
2696,9245
2697,9246
2698,9247
2699,9248
2700,9249
2701,9250
2702,9251
2703,9252
2704,9253
2705,9254
2706,9255
2707,9256
2708,9257
2709,9258
2710,9289
2711,9290
2712,9291
2713,9292
2714,9293
2715,9294
2716,9295
2717,9296
2718,9297
2719,9298
2720,9299
2721,9300
2722,9301
2723,9302
2724,9303
2725,9304
2726,9305
2727,9306
2728,9307
2729,9308
2730,9309
2731,9310
2732,9311
2733,9312
2734,9313
2735,9314
2736,9315
2737,9316
2738,9317
2739,9318
2740,9319
2741,9320
2742,9321
2743,9322
2744,9323
2745,9354
2746,9355
2747,9356
2748,9357
2749,9358
2750,9359
2751,9360
2752,9361
2753,9362
2754,9363
2755,9364
2756,9365
2757,9366
2758,9367
2759,9368
2760,9369
2761,9370
2762,9371
2763,9372
2764,9373
2765,9374
2766,9375
2767,9376
2768,9377
2769,9378
2770,9379
2771,9380
2772,9381
2773,9382
2774,9383
2775,9384
2776,9385
2777,9386
2778,9387
2779,9388
2780,9419
2781,9420
2782,9421
2783,9422
2784,9423
2785,9424
2786,9425
2787,9426
2788,9427
2789,9428
2790,9429
2791,9430
2792,9431
2793,9432
2794,9433
2795,9434
2796,9435
2797,9436
2798,9437
2799,9438
2800,9439
2801,9440
2802,9441
2803,9442
2804,9443
2805,9444
2806,9445
2807,9446
2808,9447
2809,9448
2810,9449
2811,9450
2812,9451
2813,9452
2814,9453
2815,9484
2816,9485
2817,9486
2818,9487
2819,9488
2820,9489
2821,9490
2822,9491
2823,9492
2824,9493
2825,9494
2826,9495
2827,9496
2828,9497
2829,9498
2830,9499
2831,9500
2832,9501
2833,9502
2834,9503
2835,9504
2836,9505
2837,9506
2838,9507
2839,9508
2840,9509
2841,9510
2842,9511
2843,9512
2844,9513
2845,9514
2846,9515
2847,9516
2848,9517
2849,9518
2850,9549
2851,9550
2852,9551
2853,9552
2854,9553
2855,9554
2856,9555
2857,9556
2858,9557
2859,9558
2860,9559
2861,9560
2862,9561
2863,9562
2864,9563
2865,9564
2866,9565
2867,9566
2868,9567
2869,9568
2870,9569
2871,9570
2872,9571
2873,9572
2874,9573
2875,9574
2876,9575
2877,9576
2878,9577
2879,9578
2880,9579
2881,9580
2882,9581
2883,9582
2884,9583
2885,9614
2886,9615
2887,9616
2888,9617
2889,9618
2890,9619
2891,9620
2892,9621
2893,9622
2894,9623
2895,9624
2896,9625
2897,9626
2898,9627
2899,9628
2900,9629
2901,9630
2902,9631
2903,9632
2904,9633
2905,9634
2906,9635
2907,9636
2908,9637
2909,9638
2910,9639
2911,9640
2912,9641
2913,9642
2914,9643
2915,9644
2916,9645
2917,9646
2918,9647
2919,9648
2920,9679
2921,9680
2922,9681
2923,9682
2924,9683
2925,9684
2926,9685
2927,9686
2928,9687
2929,9688
2930,9689
2931,9690
2932,9691
2933,9692
2934,9693
2935,9694
2936,9695
2937,9696
2938,9697
2939,9698
2940,9699
2941,9700
2942,9701
2943,9702
2944,9703
2945,9704
2946,9705
2947,9706
2948,9707
2949,9708
2950,9709
2951,9710
2952,9711
2953,9712
2954,9713
2955,9744
2956,9745
2957,9746
2958,9747
2959,9748
2960,9749
2961,9750
2962,9751
2963,9752
2964,9753
2965,9754
2966,9755
2967,9756
2968,9757
2969,9758
2970,9759
2971,9760
2972,9761
2973,9762
2974,9763
2975,9764
2976,9765
2977,9766
2978,9767
2979,9768
2980,9769
2981,9770
2982,9771
2983,9772
2984,9773
2985,9774
2986,9775
2987,9776
2988,9777
2989,9778
2990,9809
2991,9810
2992,9811
2993,9812
2994,9813
2995,9814
2996,9815
2997,9816
2998,9817
2999,9818
3000,9819
3001,9820
3002,9821
3003,9822
3004,9823
3005,9824
3006,9825
3007,9826
3008,9827
3009,9828
3010,9829
3011,9830
3012,9831
3013,9832
3014,9833
3015,9834
3016,9835
3017,9836
3018,9837
3019,9838
3020,9839
3021,9840
3022,9841
3023,9842
3024,9843
3025,9874
3026,9875
3027,9876
3028,9877
3029,9878
3030,9879
3031,9880
3032,9881
3033,9882
3034,9883
3035,9884
3036,9885
3037,9886
3038,9887
3039,9888
3040,9889
3041,9890
3042,9891
3043,9892
3044,9893
3045,9894
3046,9895
3047,9896
3048,9897
3049,9898
3050,9899
3051,9900
3052,9901
3053,9902
3054,9903
3055,9904
3056,9905
3057,9906
3058,9907
3059,9908
3060,9939
3061,9940
3062,9941
3063,9942
3064,9943
3065,9944
3066,9945
3067,9946
3068,9947
3069,9948
3070,9949
3071,9950
3072,9951
3073,9952
3074,9953
3075,9954
3076,9955
3077,9956
3078,9957
3079,9958
3080,9959
3081,9960
3082,9961
3083,9962
3084,9963
3085,9964
3086,9965
3087,9966
3088,9967
3089,9968
3090,9969
3091,9970
3092,9971
3093,9972
3094,9973
3095,10004
3096,10005
3097,10006
3098,10007
3099,10008
3100,10009
3101,10010
3102,10011
3103,10012
3104,10013
3105,10014
3106,10015
3107,10016
3108,10017
3109,10018
3110,10019
3111,10020
3112,10021
3113,10022
3114,10023
3115,10024
3116,10025
3117,10026
3118,10027
3119,10028
3120,10029
3121,10030
3122,10031
3123,10032
3124,10033
3125,10034
3126,10035
3127,10036
3128,10037
3129,10038
